index,predicate
417,!isLocked
6057,teamId==1||teamId==2
185,_names.length==_starts.length
5743,!_exists(tokenId)
118,vaultData.tokenStake[token]>=1
4882,isPauser(msg.sender)
3656,tokenSelled<100000001
5189,b>0
5826,c/a==b
4394,_approvedAlohaAlphaHolders[_msgSender()].mintCount+qty<=MAX_ALOHA_ALPHA_ADDRESS_QTY
3909,hasClosed()
1164,_exists(tokenId)
6876,c>=a
542,_honestThreshold>0
6301,msg.sender==addressesProvider.getRewardsDistribution()
8460,_newRecipient!=address(0)
9349,balanceOf(msg.sender)>=_tokens
9781,owner!=address(0)
1437,b>0
3053,isContract(target)
208,isContract(target)
620,msg.sender==_operator||msg.sender==grants[grantId].grantee
1949,msg.sender==owner
9730,msg.sender==owner
7702,"success&&(data.length==0||abi.decode(data,(bool)))"
2295,contractState==ContractState.Open
7009,c/a==b
3964,_to!=address(0)
7168,"token.transfer(msg.sender,amount)"
851,_owner==_msgSender()
4541,_status!=_ENTERED
7735,a==0||c/a==b
1265,initializing||isConstructor()||!initialized
205,success
3315,b<=a
4011,localCounter==_guardCounter
7644,_count>0
8721,tokenAmountOut>=minAmountOut
5141,balances[_from]>=_value&&allowance>=_value
910,b>0
6973,_isExcludedFromFees[from]||_isExcludedFromFees[to]
3693,!paused
264,owner!=address(0)
6021,account!=address(0)
2061,sender!=address(0)
3897,_rate>0
162,"verify(userAddress,metaTx,sigR,sigS,sigV)"
3031,genArtCoreContract.isWhitelisted(msg.sender)
3669,now>=cliff
1373,owner!=address(0)
8443,to!=address(0)
3219,block.number<_surveyEndBlock
7682,presaleStatus()==1
9572,!distributionFinished
1919,getUserBalance(user)>=amount
6601,account!=address(0)
9502,b>0
9392,sender!=address(0)
7436,_amounts.length>0
9954,_status!=_ENTERED
6764,msg.sender==timelock
7189,sender!=address(0)
2320,bytes(params.syntheticSymbol).length!=0
7582,!_isExcluded[account]
8581,isContract(_addr)
7220,address(this).balance>=value
990,accountBalance>=amount
1403,owner()==_msgSender()
3715,_exists(tokenId)
7603,b>0
6955,senderBalance>=amount
3325,"hasRole(MINTER_ROLE,_msgSender())"
6220,address(this).balance>=amount
7054,address(this).balance>=amount
169,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
2032,msg.value>=PriceNFT*_mintAmount
7588,amount>0
763,loanOffering.callTimeLimit==MathHelpers.maxUint32()
3435,_closingTime>=_openingTime
1041,_proposal==proposal
8790,address(collections)==address(0)
2923,account!=address(0)
8585,balances[msg.sender]>=_value
6832,success
2317,initialized
4134,seller!=address(0)&&tokenInAddress!=address(0)&&tokenOutAddress!=address(0)&&tokenInAmount>0&&tokenOutAmount>0
914,c>=a
4992,_msgSender()==_feeAddrWallet1
6730,msg.value>currentHighestBid
1993,msg.sender==owner
1896,isOwner()
5990,impl!=address(0)
2903,controller!=Controller(0)
9696,!_isBlacklisted[from]&&!_isBlacklisted[to]
367,msg.data.length==0
8045,b!=0
5724,msg.value>=0.0666ether*count
4591,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
9880,block.timestamp<_end
2705,success
1045,b>0
4292,"ControllerInterface(avatar.owner()).mintReputation(reputation,_beneficiary,address(avatar))"
7077,c1>=c0
5328,address(this).balance>=amount
9667,to!=address(0)
4075,rAmount<=_rTotal
6636,vestingEnd_>vestingBegin_
2782,owner!=address(0)
6993,!stopped
2437,recipient!=address(0)
9065,value<=excessReserves()
6773,wallet==address(0)
5461,address(this).balance>=amount
3595,msg.sender==liquidator
3278,b!=-1||a!=MIN_INT256
1906,owner!=address(0)
4068,success
2634,currentAllowance>=subtractedValue
2628,vaultData.stakes.length<MAX_STAKES_PER_VAULT
1646,_beneficiary!=address(0)
8953,!_isExcluded[account]
548,candidatesPools[_application]!=address(0)
4671,c>=a
4997,to!=owner
1478,_value<=balances[_from]
9588,isContract(target)
1757,b>0
3415,from!=address(0)
5893,_initAllocAddrs.length==_initVestBlocks.length
8483,_msgSender()!=recipient
3167,msg.sender==owner
6093,msg.sender==smartYield
5198,newOwner!=address(0)
1442,_exists(tokenId)
6648,msg.sender==owner
8305,_exists(tokenId)
8678,_records[token].bound
3134,balanceOf[_from]>_value
8689,minAmountsOut.length==_tokens.length
2820,!_finalized
8628,redisFeeOnBuy>=0&&redisFeeOnBuy<=4
9495,_admin!=address(0)
408,msg.sender==nodeAddress||msg.sender==withdrawalAddress
9054,isLiquidityDepositor[msg.sender]
1461,isContract(target)
4950,assertAmount<=balAmount
6970,pair!=uniswapV2Pair
7844,"valueToken.transfer(stakeRequest.staker,stakeRequest.stake)"
5364,rate<=MAX_RATE
7863,msg.sender==manager
6911,_impl!=address(0)
4263,_mintAmount>0
9931,value<=_allowed[from][msg.sender]
3323,owner!=address(0)
8722,tokenAmountOut<=(_records[tokenOut].balance).bmul(MAX_OUT_RATIO)
7727,_to!=address(0)
6004,_fromTimes.length==_toTimes.length
3884,msg.sender==beneficiary1
6624,_state==State.Active
4749,amount0Out<_reserve0&&amount1Out<_reserve1
1996,clone!=address(0)
9412,spender!=address(0)
4373,c>=_a
938,value>=1000
3220,_collateralDataSet
5445,_percentage<100000
4944,tokenContract!=address(0)
3588,recipient!=address(0)
3202,isOwner()
6486,poolId==getPoolId()
5771,"hasRole(PAUSER_ROLE,_msgSender())"
4141,address(this).balance>=value
2739,account!=address(0)
3139,msg.sender==owner
3039,"ERC20(genArtCoreContract.projectIdToCurrencyAddress(_projectId)).allowance(msg.sender,address(this))>=genArtCoreContract.projectIdToPricePerTokenInWei(_projectId)"
5378,whiteListContract!=address(0)
1682,"!isEqual(claimId,"""")"
4205,_paused
1508,c>=a
8506,!tradingOpen
2889,_finalized
3899,_token!=address(0)
1528,_account!=address(0)
2012,spender!=address(0)
8758,balances[_from]>=_value
3048,b>0
1879,_value1!=_value2
6341,publicBool
6778,msg.sender==wallet
7517,!freezes[_from]
3871,seller!=newSeller
7464,msg.sender==newOwnerCandidate
2400,base<=MAX_BPOW_BASE
8843,amount!=0&&amount>=_minReturn
9395,senderBalance>=amount
8624,!bots[from]&&!bots[to]
292,totalSupply+mintQty<=MAXQTY
3310,isContract(target)
5147,msg.sender==masterContractAddress
8543,account!=address(0)
4194,address(this).balance>=fee
8753,!mintingFinished
9941,owner!=address(0)
4812,_weight>0&&weight<=1000000
5220,balances[_owners[i]].add(_amounts[i])>balances[_owners[i]]
3080,"currencyToken.transfer(borrower,balanceRemaining)"
2251,queryIndex.isValid
9027,c>=a
8314,ERC721.ownerOf(tokenId)==from
9776,IERC20(WETH).balanceOf(address(this))>=_wethAmount
4363,currentAllowance>=amount
3806,n<2**32
128,isShutdown()
5532,amountOffers<=OpenOffers[offerNumber].amount
9061,isReserveToken[_token]
3928,_to!=address(0)
5434,manager.getPaused()==false
4219,isBlacklistable()
277,ERC721.ownerOf(tokenId)==from
9127,must!=0
6888,_beneficiary!=address(0)
4925,b<=a
3397,msg.sender==owner
7488,balanceOf[_from]>=_value
2879,poolAmountOut>=minPoolAmountOut
3470,saleToken==true
713,position.callTimestamp==0
1301,msg.value==_refund
1378,balanceOf(recipient)<_maxWalletHolding
1686,orgAdminWalletAddress!=address(0)
2253,_getIdentifierWhitelist().isIdentifierSupported(identifier)
4660,address(this).balance>=amount
1416,_getTotalSupply()<MAX_SUPPLY
710,position.callTimeLimit<=transaction.loanOffering.callTimeLimit
9326,_exists(tokenId)
5345,isContract(_app)
8408,path.length>=2
9205,localNode==msg.sender||owner()==msg.sender
7116,balanceOf[_from]>=_value
8182,!noFreeReferrer
2016,account!=0
5492,!mintingFinished
8558,isContract(appCode)
293,mintMap[msg.sender]+mintQty<=LIMIT
2649,spender!=address(0)
290,msg.value==0
9192,b<=a
7752,msg.sender==newOwner
9779,account!=address(0)
9819,!_paused
6270,amount!=0
2002,size>0
7604,b>0
1065,to!=address(0)
8951,tAmount<=_tTotal
836,spender!=address(0)
5018,"hasRole(DEFAULT_ADMIN_ROLE,_msgSender())"
7420,poolAddress!=address(0)
299,b>0
8899,value<=type(uint96).max
9241,!investors[beneficiary].isCompensated
2238,"votingToken.mint(voterAddress,totalRewardToIssue.rawValue)"
4804,"_owns(msg.sender,_tokenId)"
6140,_impl!=address(0)
3667,msg.sender==beneficiary
6615,_shares[account]>0
4120,from!=address(0)
1552,_data.length>=4+32+32
3924,state==State.Reached
3804,block.timestamp<=expiry
4718,c>=a
2179,!frozenAccount[msg.sender]
9724,b>0
19,address(this).balance>=amount
471,address(this).balance>=amount
7552,block.timestamp<=beginningOfSale.add(48hours)
1311,uint256(_left)<FIELD_SIZE
3518,account!=address(0)
8226,owner!=address(0)
7387,n>=1
5441,b<=a
8814,_value<=balances_[_from]
9063,isLiquidityManager[msg.sender]
5034,msg.sender==XPAAssets
6001,(msg.sender==Ownable(securityToken).owner())||(msg.sender==factory)
9242,contribution>0
1232,amount>0
3863,!paused
7902,b>0
8639,c1>=c0
98,_vaultFactorySet.add(factory)
1532,!_isOwner(_account)
1971,c>=a
188,collection<collections.length
9345,!paused||msg.sender==founder
1770,_msgSender()==_feeAddrWallet1
8303,to!=owner
6254,ltv<=MAX_VALID_LTV
4201,cashier!=address(0x0)
3685,_to!=0x0
8700,spotPriceBefore<=tokenAmountIn.bdiv(tokenAmountOut)
4690,accountBalance>=amount
7659,spoderHeritageContract.walletOfOwner(msg.sender).length>0||spoderSeasonalContract.walletOfOwner(msg.sender).length>0
9544,address(this).balance>=value
3094,newOwner!=address(0)
8062,c>=a
6653,now<auctionEnd
510,balanceOf[_from]>=_value
2609,b>0
6369,isContract(target)
1259,offset+len<=self.length
5191,newOwner!=address(0)
5235,"(this.balanceOf(msg.sender,0)==1)&&!fraktionalized"
5671,timelock==address(0)
7914,gas<750000
1222,_msgSender()==_feeAddrWallet1
5613,!_discountsActivated
1401,isContract(target)
3193,cliffDuration<=duration
9245,contribution>0
2478,unreleased>0
5558,_endTime>=_startTime
3698,_value<=balances[_from]
8784,msg.sender==governance
5927,fromBalance>=amount
1578,_MINIMUM_GAS_TOPUP_LIMIT<=_amount&&_amount<=_MAXIMUM_GAS_TOPUP_LIMIT
3062,msg.sender==liquidator
3983,isContract(target)
6430,msg.sender==owner
9685,owner()==_msgSender()
2154,recipient!=address(0)
8002,c/a==b
7269,_assetAddress!=address(0)
6082,teamId==1||teamId==2
5657,bytes(_name).length>0
5421,to!=newun
2283,numTokens.isGreaterThanOrEqual(minSponsorTokens)
4360,msg.value>=price
2810,controller!=address(0)
2364,(state>Status.NotDisputed)||((_getLiquidationExpiry(liquidation)<=getCurrentTime())&&(state==Status.NotDisputed))
8793,IERC165(notificationContract).supportsInterface(_INTERFACE_ID_COLLECTION_NOTIFICATION)
975,_to!=address(0)
143,"regUser(_user[i],1)"
7675,isAdmin(msg.sender)
6557,success
9120,xfer
416,newOwner!=address(0)
7066,"globals.isValidSubFactory(superFactory,dlFactory,DL_FACTORY)"
430,RegistryInterface(registry).logic(logicAddr)
3349,false
7843,stakeRequests[_stakeRequestHash].staker!=address(0)
8985,eventBalance-1>=0
7455,b>0
4917,_value<=allowance[_from][msg.sender]
1165,to!=address(0)
9718,denominator>0
3997,disputed==false
2494,isOwner()
2346,emergencyShutdownTimestamp==0
6723,keccak256(abi.encodePacked(_version))!=keccak256(abi.encodePacked(logicContracts[_upgrade-1].version))
6605,"!has(role,account)"
7166,"token.transferFrom(msg.sender,address(this),amount)"
4500,isContract(target)
4212,payee!=address(0)
6651,vbtcBal>=10000*VBTC
2078,c/a==b
935,account!=address(0)
3980,address(this).balance>=amount
6005,_toTimes.length==_expiryTimes.length
7514,!paused
1620,duration!=0
505,balanceOf[msg.sender]>=_value
1730,address(this).balance>=value
1327,_withdraw_fee<=denomination
6153,msg.value==pool3_price
1226,b>0
9108,"IERC20(USDT).transfer(msg.sender,owing1)"
2773,_owner==_msgSender()
2942,"_msgSender()==owner||ERC721.isApprovedForAll(owner,_msgSender())"
1791,b<=a
2356,params.collateralRequirement.isGreaterThan(1)
1888,_value<=this.balance
2411,balanceOf[_to]+_value>=balanceOf[_to]
7340,_sellTaxFee+_sellLiquidityFee+_sellMarketingFee<=2000
6419,isSubToken[address(fromToken)]
9975,ERC721.ownerOf(tokenId)==from
7499,success
685,buybackCostInHeldToken<=transaction.availableHeldToken
8409,path.length>=2
8786,msg.sender==governance
5702,address(this).balance>=amount
4488,state==State.Refunding
6175,!pool9users[msg.sender].isExist
3027,b<=a
1529,_isAdmin[_account]
86,address(this).balance>=amount
5184,address(this).balance>=value
7452,c>=a
9335,newOwner!=address(0)
9138,address(this).balance>=value
3657,amount>5
172,"_isApprovedOrOwner(_msgSender(),tokenId)"
4055,_to!=0x0
9742,value>0
6927,!tokenHolder.revoked
6496,tokenIndex<2
7483,!_paused
1857,os
3311,"hasRole(_roles[role].adminRole,_msgSender())"
7745,!isClaimed(index)
4860,newOwner!=address(0)
507,(_value==0)||(allowance[msg.sender][_spender]==0)
4825,amountInWei>=minSaleReturn
2740,account!=address(0)
9,"success&&(data.length==0||abi.decode(data,(bool)))"
3211,_collateralDataSet
2653,msg.sender==_OWNER_
6201,c/a==b
1346,recipient!=address(0)
286,shares_>0
4071,_owner==_msgSender()
5802,_value<=balances[msg.sender]
2484,"LibAsset.unregisteredTransfer(assetId,recipient,amount)"
5368,_admin!=address(0)
8663,!_records[token].bound
728,"!MarginCommon.positionHasExisted(state,openTx.positionId)"
9182,b>0
9904,(z=x-y)<=x
9747,spender!=address(0)
9498,"hasAccess(msg.sender,msg.data)"
6674,ERC721.ownerOf(tokenId)==from
7513,_newOwner!=address(0)
320,c>=a
3267,recipient!=address(0)
8944,isContract(target)
3494,amount<=_maxTxAmount
9612,address(CURVE_LP)==lptoken
3118,account!=address(0)
3722,_exists(tokenId)
6639,ownership.owner()==msg.sender
2545,"Token(edoToken_).transferFrom(_takerWallet,eidooWallet_,_fee)"
2608,b>0
9296,address(this).balance>=value
8089,sender==owner()
5053,"abi.decode(returndata,(bool))"
7248,balanceRecepient+amount<=_maxWalletAmount
7544,quantity<=maxPerTx
6424,isShutdown==false
8627,_msgSender()==_developmentAddress||_msgSender()==_marketingAddress
4811,admins[msg.sender]||creator==msg.sender
5581,newLenderFeePct>0&&newBorrowerFeePct>0
2508,a==0||c/a==b
9072,_status!=_ENTERED
4760,c/a==b
3943,isMaintainer[sender]
8891,"verifier.verifyProof(_proof,[uint256(_root),uint256(_nullifierHash),uint256(_recipient),uint256(_relayer),_fee,_refund])"
5645,_pricingPlan!=0
9322,operator!=_msgSender()
1792,c/a==b
9740,value>=0
6010,signer==Ownable(securityToken).owner()||signer==signingAddress
9149,sender!=address(0)
9497,oracleEnabled(_oracle)
7132,spender!=address(0)
9339,_value<=balanceOf(msg.sender)
5781,s_oracles[_transmitterOrSigner].role!=Role.Unset
395,shield!=_shield
8147,_paused
3469,_investor!=address(0)
9704,address(this).balance>=value
9060,isDebtor[msg.sender]
7042,address(this).balance>=amount
8092,balances[msg.sender]>=_value&&_value>0
4533,"_checkOnERC721Received(address(0),to,tokenId,_data)"
5291,newDrawee!=address(0)
2235,msg.sender==migratedAddress
9394,amount==0
9991,lootId>0&&lootId<=8000
9417,amount<=_maxTxAmount
6802,msg.sender==operator
9436,isContract(address(_kernelImpl))
2043,msg.sender.isNotContract()
7826,c>=a
5343,"token.safeTransfer(vault,balance)"
6690,_newUpgradeabilityOwner!=address(0)
7753,msg.sender==owner
8622,from==owner()
8436,isOwner()
3942,spender!=address(0)
7987,c/a==b
827,currentAllowance>=amount
5108,c/a==b
8611,newOwner!=address(0)
6777,"ShardedWallet(payable(wallet)).transferFrom(msg.sender,address(this),amount)"
6295,collateralReserve.configuration.getActive()&&principalReserve.configuration.getActive()
3731,msg.value==MINT_PRICE*amount[0]
8804,ownedAssets.length==0
4680,address(token).isContract()
7191,msg.sender==_owner
5096,newOwner!=address(0)
530,value>0
5642,_newOwner!=address(0)
6155,users[msg.sender].isExist
2322,params.liquidationLiveness!=0
7870,!paused()
6999,ids[id]==false
7112,balanceOf[_to]+_value>balanceOf[_to]
8637,!flag
5228,"this.balanceOf(_msgSender(),0)==1"
2261,transactions[i].to!=address(0)
6195,isContract(target)
9545,isContract(target)
8698,spotPriceBefore<=maxPrice
3938,account!=address(0)
725,"!MarginCommon.positionHasExisted(state,transaction.positionId)"
2758,user.amount>0
3466,_value<=balances[_from]
6260,reserve.xTokenAddress==address(0)
1768,!tradingOpen
5773,_exists(tokenId)
7968,a==0||c/a==b
103,rewardCalcTemplates[name]==address(0)
9228,contributor==borrower
5215,_value<=balances[msg.sender]
624,msg.sender==grants[grantId].grantManager
8656,!finalized
7823,c/a==b
9830,"hasRole(PAUSER_ROLE,_msgSender())"
1391,success
5326,owner!=address(0)
8411,_withdrawRate>=0.85e18&&_withdrawRate<=1e18
3976,b<=a
6436,c/_a==_b
3319,sender!=address(0)
3758,_limitExpiresTimestamp<now
4894,b>0
5493,_to!=address(0)
4311,gameId[_game]!=0
3620,msg.sender==lender
6167,!pool7users[msg.sender].isExist
6489,normalizedSum==FixedPoint.ONE
4939,traitsToBurn[j]==false
6519,currentBalance>=amount
6963,b>0
5264,block.timestamp<auctionListing.auctionEndTime
2907,newOwner!=address(0)
8763,value<=_allowed[from][msg.sender]
638,b>0
5317,c>=a
5930,ids.length==amounts.length
4682,"abi.decode(returndata,(bool))"
8885,msg.sender==operator
1352,legacyToken!=address(0)
4243,_exists(tokenId)
347,_required
7076,a==0||c0/a==WAD
8366,address(this).balance>=value
9981,(price*number)<=msg.value
1755,b<=a
5759,balances[_from]>=_value&&allowance>=_value
5561,beneficiary!=address(0)
6591,_exists(tokenId)
8766,spender!=address(0)
4892,b<=a
1854,ownerMintedCount+_mintAmount<=nftPerAddressLimit
1568,isSetWhitelist
2100,eta==0
2677,newTimestamp>=timestamp
413,contractExists(delegateContract)
5499,b>0
4229,fee>0&&msg.value>=fee
8218,msg.sender==_owner
8295,isContract(target)
900,msg.sender==mintAuthority||msg.sender==owner()
6144,users[msg.sender].isExist
5926,to!=address(0)
8448,!paused
4537,to!=address(0)
5879,!bots[from]&&!bots[to]
1188,_compressedPubkey.length==33
8074,block.timestamp>_lockTime
5564,_value>0
6800,"approve(spender,value)"
6172,msg.value==pool8_price
6754,msg.sender==timelock
9946,allowBack
2469,_to!=address(0)
3388,_expiration>block.timestamp
3678,_to!=0x0
9600,_treasury!=address(0)
670,withdrawableBalance!=0
661,balances[_from]>=_value+lockAmounts[_from]
9916,isMintable
7617,isContract(target)
402,_target!=address(0)
304,isContract(target)
9134,b>0
4349,isContract(target)
1534,_isController[_account]
4590,to!=owner
9299,isContract(target)
4835,lockupPeriod>0
260,isContract(target)
4159,from!=address(0)
8399,_balances[from]>=amount
9099,"IERC20(FEG).transferFrom(msg.sender,address(this),tokens)"
6551,amount.length>0
8998,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
4862,_paused
5582,newLenderFeePct<=1000&&newBorrowerFeePct<=150
6224,recipient!=address(0)
2749,address(migrator)!=address(0)
6359,sSBlock<=block.number&&block.number<=sEBlock
6755,msg.sender==timelock
7399,isContract(target)
3935,sender!=address(0)
9397,accountBalance<=amount
801,isContract(target)
6616,payment!=0
4930,success
6969,sellTotalFees<=25
2031,msg.value>=WhitelistPrice*_mintAmount
5329,success
2821,msg.sender==_controller
9257,state==LendingState.AwaitingReturn
1490,appCode.delegatecall(_initializePayload)
2257,_getIdentifierWhitelist().isIdentifierSupported(identifier)
9968,"_isApprovedOrOwner(_msgSender(),tokenId)"
1545,_isAdmin(msg.sender)||msg.sender==oracleAddress
7846,b<=a
2577,user.amount>0
1962,_value<=balances[msg.sender]
6746,msg.sender==governance||msg.sender==strategist
1083,balance0<=uint112(-1)&&balance1<=uint112(-1)
1725,b<=a
6339,_tokenIdCounter.current()<50001
797,success
1561,!isSetWhitelist
9438,b<=a
619,msg.sender==_operator||msg.sender==grants[grantId].grantee
4984,spender!=address(0)
2067,sender!=address(0)
4306,adminId[msg.sender]!=0
3149,c/a==b
8185,_seeds.length>=limit
8642,c1>=c0
9611,IEthFundManager(_fundManager).token()==ETH
4110,reserveIn>0&&reserveOut>0
2515,_to!=address(0x0)
9693,from!=address(0)
243,maxTokenId==0||tokenId<=maxTokenId
4879,account!=address(0)
4256,index<ERC721Enumerable.totalSupply()
1959,(_value==0)||(allowed[msg.sender][_spender]==0)
2163,value<=totalRemaining
7124,!mintingFinished
2277,collateralAmount.isGreaterThan(0)&&collateralAmount.isLessThanOrEqual(_getFeeAdjustedCollateral(positionData.rawCollateral))
2576,_time>=0||_time<=172800
8085,from!=address(0)
8505,cooldown[to]<block.timestamp
6130,"_transferFundsERC721(_weiAmount,_nftAddress,_tokenId,_receiver,_feeReceiver,_fee)"
9594,c/a==b
919,numTokens<=balances[msg.sender]
8853,_to!=address(0x0)
8981,mintBalance<=maxMint
2182,_value<=balances[msg.sender]
828,currentAllowance>=subtractedValue
9358,msg.sender==owner
6482,!frozenAccount[_from]
2116,balanceOf[msg.sender]>=_value
6742,_strategist!=address(0)
3215,!_disabled
6159,users[msg.sender].isExist
6583,cap>=0
4352,totalSupply()+_mintAmount<=maxSupply
9056,isReserveSpender[msg.sender]==true
7618,isContract(target)
2314,depositBoxData.requestPassTimestamp!=0&&depositBoxData.requestPassTimestamp<=getCurrentTime()
3384,"_isInArray(address(_router),whitelistedUniswapRouters)"
9870,rewardedBalance[_user]>=_value
2358,getCurrentTime()<=deadline
6077,startTime<block.timestamp
583,"isGrantee(msg.sender,grantId)"
7052,b>0
9801,supply+_mintAmount<=maxSupply
4428,amountLeft==0
9187,cliffDuration<=duration
7627,b!=0
2005,c/a==b
2734,account!=address(0)
1973,c/a==b
2228,"_getRequestStatus(priceRequest,currentRoundId)==RequestStatus.Active"
2988,_to!=address(0)
5908,_vestingBlocks>0
9303,totalSupply+count<MAX_SUPPLY
3137,!frozenAccount[_to]
7245,to!=address(0)
6473,balanceOf[_from]>=_value
3400,_addressToAdd!=address(0)
5956,SUPPLY+totalAmount<=MAX_SUPPLY
995,c/a==b
6562,owner!=address(0)
4763,address(this).balance>=amount
9300,_exists(_tokenId)
3079,balanceRemaining>0
9274,(msg.value>=_minimumBuy)&&((deposit[msg.sender]+msg.value)<=_maximumBuy)
2926,"hasRole(MINTER_ROLE,_msgSender())"
8880,msg.sender==newOwner
5946,tokensTypes.length==tokensNumbers.length
7044,address(this).balance>=value
5896,members[msg.sender].vestingStartBlock>0
3233,!_terminated
5572,tokens.length==thresholds.length
2933,address(this).balance>=amount
994,b<=a
2553,b<=a
3842,balanceOf(tx.origin)<=_maxTxAmount
556,eligibleWeight>0
5827,b<=a
1604,yays
4492,c>=a
5381,kyberNetworkProxyContract!=address(0)
4415,_exists(tokenId)
9987,characterContract.balanceOf(msg.sender)>0||lootContract.balanceOf(msg.sender)>0
5219,balances[owner]>_amounts[i]
6728,newVersion<=latestUpgrade
9306,count*WL_priceInWei==msg.value
7404,b!=0
6192,success
3259,b>0
8418,msg.sender==operatorOne||msg.sender==operatorTwo||msg.sender==operatorThree
6612,!_frozenAccount[to]
3305,to!=address(0)
4759,b<=a
6116,"verifyLinkdropSignerSignature(_weiAmount,_tokenAddress,_tokenAmount,_expiration,_linkId,_linkdropSignerSignature)"
1678,state==true
3570,!_exists(tokenId)
1603,yays.length<=MAX_YAYS
8950,!_isExcluded[sender]
2410,balanceOf[_from]>=_value
4706,success
4849,y==0||(z=x*y)/y==x
2723,spender!=address(0)
8759,balances[_to]+_value>balances[_to]
8872,balances[msg.sender]>=value
7697,c>=a
3774,msg.sender==owner
752,loanOffering.feeRecipient==address(0)
5314,_value<=balanceOf(_owner)
3419,_to!=address(0)
7294,bets[_sender].blockNumber!=block.number
5174,isOwner()
1808,isMainNet||keepers[msg.sender]||!isLocker
8138,"hasRole(_roles[role].adminRole,_msgSender())"
8864,!frozenAccount[_to]
9551,account!=0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
9369,_b>0
9380,msg.value>=MINIMUM_BUY_OFFER
6026,balanceOf[_from]>=_value
3301,automatedMarketMakerPairs[pair]!=value
2205,_liveness<5200weeks
5975,c>=a
288,active
3113,amount<=_balances[sender]
6028,msg.sender==owner
4823,"tokenContract.transferFrom(msg.sender,this,quantity)"
3753,sender!=address(0)
4600,!_exists(tokenId)
4047,owner!=address(0)
2088,owner!=address(0)
6044,balance0>=data.reserve0&&balance1>=data.reserve1
3970,newOwner!=address(0)
8334,newAdmin!=address(0)
9289,_mintAmount<=maxMintAmount
467,b<=a
4064,c/a==b
9288,_mintAmount>0
9370,_b<=_a
6732,sender!=address(0)
155,paused()
8831,_weight>0&&_weight<=MAX_WEIGHT
9183,b<=a
4542,GIVEAWAY_MINTED+_count<=GIVEAWAY_NFT
1110,_observedDiff!=ValidateSPV.getErrBadLength()
7141,b>0
2985,!paused
2651,recipient!=address(0)
4657,spender!=address(0)
7523,_value<=super.balanceOf(owner)
2022,address(this).balance>=value
4251,!_exists(tokenId)
5284,owner()==_msgSender()
9286,multisigVault.send(msg.value)
1842,isEnded()
1066,amount>0
1002,msg.sender==_owner
5554,_value<=balances[_from]
8898,value<=type(uint128).max
5914,success
9829,"hasRole(PAUSER_ROLE,_msgSender())"
4235,isContract(target)
4222,recipient!=address(0)
4156,ids.length==amounts.length
7785,_signerFeeDivisor<5000
7913,totalFee<feeDenominator/2
9493,acceptingSubmissions(_roundId)
886,spender!=address(0)
5524,b<=a
6588,_mintAmount<=maxMintAmount
8937,b<=a
7048,msg.value>45000000000000000wei
8413,"cPenguin.transferFrom(msg.sender,address(this),amount)"
9858,allowedAddress==msg.sender
1983,!bots[from]&&!bots[to]
3972,!(newPausedPublic==false&&newPausedOwnerAdmin==true)
4301,_value<=allowance[_from][msg.sender]
7215,b<=a
8963,amount<=_maxTxAmount
2644,tAmount<=_tTotal
5586,isDefaulted()
2974,"has(role,addr)"
8925,msg.sender==operator
8095,_owner!=address(0)
1819,spender!=address(0)
881,sender!=address(0)
8529,length==_reserveAmounts.length
6487,params.normalizedWeight0>=_MIN_WEIGHT
9135,b!=0
610,grants[_id].revokedAt==0
9340,_to!=address(0)
1492,recipient!=address(0)
7831,allRestrictionsLifted||unrestricted[msg.sender]
7057,isContract(target)
9347,_value<=balanceOf(_owner)
4085,c/a==b
9996,tokenId>12000&&tokenId<12010
2992,crowdsale.finalized()&&!distributed
4338,isActive
8517,_y>0
4108,reserveIn>0&&reserveOut>0
6609,isMinter(msg.sender)
5327,spender!=address(0)
3995,"transferToken(paymentToken,funder,payment)"
2072,_newOwner!=address(0)
8965,botscantrade
316,amount>0
9153,sender!=address(0)
8146,!_paused
8940,b!=0
7106,msg.sender==poolDelegate
6063,block.timestamp<startTime+battleDuration
3862,isOwner[owner]
3875,_value>0
7664,msg.sender==receiver
7684,PRESALE_SETTINGS.userHoldsSufficientRound1Token(msg.sender)
4147,"from==_msgSender()||isApprovedForAll(from,_msgSender())"
6358,aTot<aCap||aCap==0
6765,_target!=address(0)
5870,c/a==b
7626,b>0
6834,isContract(target)
310,!_isExcluded[account]
7411,recipient!=address(0)
1039,state!=ModultradeLibrary.ProposalStates.Canceled
1449,"_checkOnERC721Received(from,to,tokenId,_data)"
5512,"abi.decode(returndata,(bool))"
3517,recipient!=address(0)
1666,_value<=balances[msg.sender]
3707,address(this).balance>=value
88,address(this).balance>=value
2838,denorm>=MIN_WEIGHT
2804,msg.sender==_newAdmin
9803,supply+_mintAmount<=maxSupply
4926,c/a==b
9444,b!=0
3662,acceptingDeposits
8307,"_isApprovedOrOwner(_msgSender(),tokenId)"
2147,tAmount<=_tTotal
8323,chosenAmount+balanceOf(msg.sender)<=10
8727,a==b*c+a%b
3958,amount>0
1898,isOperator(msg.sender)
3798,"hasRole(GOV_ROLE,msg.sender)"
7408,owner!=address(0)
4687,senderBalance>=amount
